time,close,100-SR3U2026 · CME: close,100-SR3Z2026 · CME: close,100-SR3M2027 · CME: close,100-SR3M2026 · CME: close,100-SR3N2026 · CME: close,100-SR3Q2026 · CME: close,100-SR3V2026 · CME: close,100-SR3U2027 · CME: close,100-SR3X2026 · CME: close
2025-04-14,3.319999999999993,3.2549999999999955,3.269999999999996,3.3900000000000006,3.2750000000000057,,,,3.4599999999999937,
2025-04-15,3.2950000000000017,3.2349999999999994,3.25,3.3599999999999994,3.2650000000000006,,,,3.430000000000007,
2025-04-16,3.2249999999999943,3.1650000000000063,3.180000000000007,3.2900000000000063,3.200000000000003,,,,3.355000000000004,
2025-04-17,3.2249999999999943,3.155000000000001,3.174999999999997,3.2950000000000017,3.1899999999999977,,,,3.364999999999995,
2025-04-21,3.180000000000007,3.075000000000003,3.1099999999999994,3.269999999999996,3.0999999999999943,,,,3.355000000000004,
2025-04-22,3.2349999999999994,3.155000000000001,3.180000000000007,3.3100000000000023,3.1850000000000023,,,,3.385000000000005,
2025-04-23,3.319999999999993,3.25,3.269999999999996,3.385000000000005,3.2750000000000057,,,,3.444999999999993,
2025-04-24,3.230000000000004,3.1599999999999966,3.180000000000007,3.2950000000000017,3.194999999999993,,,,3.3599999999999994,
2025-04-25,3.1899999999999977,3.125,3.144999999999996,3.25,3.1599999999999966,,,,3.3149999999999977,
2025-04-28,3.0900000000000034,3.0150000000000006,3.0349999999999966,3.1599999999999966,3.0600000000000023,,,,3.2349999999999994,
2025-04-29,3.0450000000000017,2.9749999999999943,2.9950000000000045,3.1200000000000045,3.0150000000000006,,,,3.194999999999993,
2025-04-30,3.010000000000005,2.9399999999999977,2.9599999999999937,3.0799999999999983,2.9749999999999943,,,,3.155000000000001,
2025-05-01,3.0900000000000034,3.0450000000000017,3.055000000000007,3.1500000000000057,3.0849999999999937,,,,3.2150000000000034,
2025-05-02,3.2349999999999994,3.2049999999999983,3.2049999999999983,3.2849999999999966,3.2549999999999955,,,,3.344999999999999,
2025-05-05,3.219999999999999,3.1899999999999977,3.1899999999999977,3.2750000000000057,3.25,,,,3.3400000000000034,
2025-05-06,3.1599999999999966,3.125,3.125,3.219999999999999,3.1850000000000023,,,,3.2849999999999966,
2025-05-07,3.144999999999996,3.114999999999995,3.1099999999999994,3.2049999999999983,3.180000000000007,,,,3.2650000000000006,
2025-05-08,3.305000000000007,3.2750000000000057,3.269999999999996,3.3599999999999994,3.3400000000000034,,,,3.4200000000000017,
2025-05-09,3.2950000000000017,3.260000000000005,3.2549999999999955,3.355000000000004,3.3299999999999983,,,,3.4150000000000063,
2025-05-12,3.4599999999999937,3.4350000000000023,3.430000000000007,3.510000000000005,3.489999999999995,,,,3.5649999999999977,
2025-05-13,3.4749999999999943,3.450000000000003,3.444999999999993,3.5250000000000057,3.510000000000005,,,,3.5799999999999983,
2025-05-14,3.510000000000005,3.5,3.4849999999999994,3.5600000000000023,3.5649999999999977,,,,3.614999999999995,
2025-05-15,3.405000000000001,3.3900000000000006,3.375,3.4599999999999937,3.4599999999999937,,,,3.5150000000000006,
2025-05-16,3.3900000000000006,3.4000000000000057,3.3700000000000045,3.4399999999999977,3.4849999999999994,,,,3.4950000000000045,
2025-05-19,3.3799999999999955,3.385000000000005,3.3599999999999994,3.430000000000007,3.4650000000000034,,,,3.489999999999995,
2025-05-20,3.355000000000004,3.3599999999999994,3.3349999999999937,3.405000000000001,3.4399999999999977,,,,3.4650000000000034,
2025-05-21,3.4200000000000017,3.4150000000000063,3.394999999999996,3.480000000000004,3.489999999999995,,,,3.549999999999997,
2025-05-22,3.3799999999999955,3.394999999999996,3.364999999999995,3.4350000000000023,3.480000000000004,,,,3.5049999999999955,
2025-05-23,3.3299999999999983,3.355000000000004,3.3149999999999977,3.3900000000000006,3.4549999999999983,,,,3.4599999999999937,
2025-05-27,3.2650000000000006,3.3149999999999977,3.260000000000005,3.3149999999999977,3.4350000000000023,,,,3.3799999999999955,
2025-05-28,3.319999999999993,3.3700000000000045,3.3149999999999977,3.364999999999995,3.4849999999999994,,,,3.424999999999997,
2025-05-29,3.260000000000005,3.3100000000000023,3.260000000000005,3.305000000000007,3.4200000000000017,,,,3.3700000000000045,
2025-05-30,3.2450000000000045,3.2900000000000063,3.239999999999995,3.2900000000000063,3.4000000000000057,,,,3.3499999999999943,
2025-06-02,3.2900000000000063,3.3299999999999983,3.2849999999999966,3.3349999999999937,3.4350000000000023,,,,3.394999999999996,
2025-06-03,3.3149999999999977,3.364999999999995,3.3149999999999977,3.355000000000004,3.469999999999999,,,,3.4150000000000063,
2025-06-04,3.2249999999999943,3.269999999999996,3.2249999999999943,3.269999999999996,3.375,,,,3.3299999999999983,
2025-06-05,3.2900000000000063,3.325000000000003,3.2849999999999966,3.3349999999999937,3.4200000000000017,,,,3.394999999999996,
2025-06-06,3.444999999999993,3.4749999999999943,3.4350000000000023,3.4849999999999994,3.5649999999999977,,,,3.5400000000000063,
2025-06-09,3.385000000000005,3.4200000000000017,3.375,3.4350000000000023,3.519999999999996,,,,3.4950000000000045,
2025-06-10,3.394999999999996,3.4350000000000023,3.3900000000000006,3.4350000000000023,3.5349999999999966,,,,3.4950000000000045,
2025-06-11,3.319999999999993,3.3599999999999994,3.3149999999999977,3.3599999999999994,3.4599999999999937,,,,3.4200000000000017,
2025-06-12,3.2650000000000006,3.305000000000007,3.260000000000005,3.3100000000000023,3.4099999999999966,,,,3.3700000000000045,
2025-06-13,3.325000000000003,3.3599999999999994,3.319999999999993,3.3700000000000045,3.4650000000000034,,,,3.424999999999997,
2025-06-16,3.325000000000003,3.364999999999995,3.319999999999993,3.3700000000000045,3.480000000000004,,,,3.430000000000007,
2025-06-17,3.280000000000001,3.3400000000000034,3.280000000000001,3.319999999999993,3.469999999999999,,,,3.375,
2025-06-18,3.280000000000001,3.3349999999999937,3.280000000000001,3.319999999999993,3.4650000000000034,,,,3.375,
2025-06-20,3.2450000000000045,3.2900000000000063,3.239999999999995,3.2849999999999966,3.4200000000000017,,,,3.3400000000000034,
2025-06-23,3.1500000000000057,3.194999999999993,3.144999999999996,3.1899999999999977,3.319999999999993,,,,3.25,
2025-06-24,3.1200000000000045,3.1599999999999966,3.114999999999995,3.1599999999999966,3.2849999999999966,,,,3.219999999999999,
2025-06-25,3.1200000000000045,3.155000000000001,3.114999999999995,3.1599999999999966,3.2750000000000057,,,,3.2150000000000034,
2025-06-26,3.0450000000000017,3.075000000000003,3.0349999999999966,3.094999999999999,3.194999999999993,,,,3.155000000000001,
2025-06-27,3.075000000000003,3.0999999999999943,3.0649999999999977,3.125,3.2150000000000034,,,,3.1850000000000023,
2025-06-30,3.0450000000000017,3.0649999999999977,3.030000000000001,3.094999999999999,3.180000000000007,,,,3.155000000000001,
2025-07-01,3.1099999999999994,3.135000000000005,3.0999999999999943,3.155000000000001,3.25,,,,3.2150000000000034,
2025-07-02,3.1299999999999955,3.1500000000000057,3.114999999999995,3.180000000000007,3.260000000000005,,,,3.2450000000000045,
2025-07-03,3.1850000000000023,3.2349999999999994,3.180000000000007,3.2249999999999943,3.364999999999995,,,,3.2849999999999966,
2025-07-07,3.200000000000003,3.2450000000000045,3.194999999999993,3.2450000000000045,3.375,,,,3.305000000000007,
2025-07-08,3.2249999999999943,3.269999999999996,3.219999999999999,3.269999999999996,3.4000000000000057,,,,3.3299999999999983,
2025-07-09,3.174999999999997,3.219999999999999,3.1700000000000017,3.2150000000000034,3.3499999999999943,,,,3.269999999999996,
2025-07-10,3.194999999999993,3.2349999999999994,3.1899999999999977,3.230000000000004,3.3599999999999994,,,,3.2849999999999966,
2025-07-11,3.2349999999999994,3.2900000000000063,3.2349999999999994,3.2750000000000057,3.4150000000000063,,,,3.3299999999999983,
2025-07-14,3.230000000000004,3.2750000000000057,3.2249999999999943,3.269999999999996,3.4000000000000057,,,,3.325000000000003,
2025-07-15,3.2900000000000063,3.344999999999999,3.2900000000000063,3.3299999999999983,3.4749999999999943,,,,3.385000000000005,
2025-07-16,3.194999999999993,3.2450000000000045,3.1899999999999977,3.239999999999995,3.385000000000005,,,,3.299999999999997,
2025-07-17,3.2349999999999994,3.2950000000000017,3.2349999999999994,3.269999999999996,3.4399999999999977,,,,3.325000000000003,
2025-07-18,3.1850000000000023,3.2549999999999955,3.1899999999999977,3.219999999999999,3.405000000000001,,,,3.280000000000001,
2025-07-21,3.135000000000005,3.219999999999999,3.144999999999996,3.1650000000000063,3.3799999999999955,,,,3.219999999999999,
2025-07-22,3.0999999999999943,3.1899999999999977,3.114999999999995,3.1299999999999955,3.355000000000004,,,,3.1850000000000023,
2025-07-23,3.174999999999997,3.2650000000000006,3.1899999999999977,3.200000000000003,3.4200000000000017,,,,3.2549999999999955,
2025-07-24,3.230000000000004,3.325000000000003,3.25,3.2549999999999955,3.480000000000004,,,,3.299999999999997,
2025-07-25,3.219999999999999,3.325000000000003,3.2450000000000045,3.239999999999995,3.480000000000004,,,,3.2849999999999966,
2025-07-28,3.239999999999995,3.344999999999999,3.2650000000000006,3.260000000000005,3.4950000000000045,,,,3.305000000000007,
2025-07-29,3.1700000000000017,3.2849999999999966,3.200000000000003,3.1850000000000023,3.444999999999993,,,,3.230000000000004,
2025-07-30,3.230000000000004,3.3599999999999994,3.2650000000000006,3.239999999999995,3.530000000000001,,,,3.280000000000001,
2025-07-31,3.230000000000004,3.385000000000005,3.2750000000000057,3.2349999999999994,3.569999999999993,,,,3.2750000000000057,
2025-08-01,3.0250000000000057,3.114999999999995,3.0400000000000063,3.055000000000007,3.269999999999996,,,,3.1099999999999994,
2025-08-04,3.010000000000005,3.0900000000000034,3.019999999999996,3.0400000000000063,3.2450000000000045,,,,3.0900000000000034,
2025-08-05,3.030000000000001,3.125,3.049999999999997,3.049999999999997,3.2849999999999966,,,,3.0999999999999943,
2025-08-06,3.0250000000000057,3.105000000000004,3.0349999999999966,3.049999999999997,3.2549999999999955,,,,3.0999999999999943,
2025-08-07,3.069999999999993,3.155000000000001,3.0849999999999937,3.0900000000000034,3.299999999999997,,,,3.135000000000005,
2025-08-08,3.1099999999999994,3.1899999999999977,3.125,3.135000000000005,3.3349999999999937,,,,3.180000000000007,
2025-08-11,3.105000000000004,3.1850000000000023,3.1200000000000045,3.125,3.3299999999999983,,,,3.174999999999997,
2025-08-12,3.0849999999999937,3.155000000000001,3.094999999999999,3.1099999999999994,3.2950000000000017,,,,3.1650000000000063,
2025-08-13,3.0349999999999966,3.1099999999999994,3.049999999999997,3.055000000000007,3.25,,,,3.105000000000004,
2025-08-14,3.0799999999999983,3.1650000000000063,3.094999999999999,3.0999999999999943,3.3149999999999977,,,,3.1500000000000057,
2025-08-15,3.0999999999999943,3.194999999999993,3.1200000000000045,3.1200000000000045,3.355000000000004,,,,3.1700000000000017,
2025-08-18,3.1099999999999994,3.2150000000000034,3.135000000000005,3.1299999999999955,3.3700000000000045,,,,3.180000000000007,
2025-08-19,3.0999999999999943,3.200000000000003,3.125,3.1099999999999994,3.3499999999999943,,,,3.155000000000001,
2025-08-20,3.0799999999999983,3.174999999999997,3.0999999999999943,3.094999999999999,3.3299999999999983,,,,3.1400000000000006,
2025-08-21,3.1099999999999994,3.219999999999999,3.135000000000005,3.125,3.385000000000005,,,,3.1700000000000017,
2025-08-22,3,3.105000000000004,3.0250000000000057,3.019999999999996,3.2650000000000006,,,,3.069999999999993,
2025-08-25,3.0450000000000017,3.1500000000000057,3.069999999999993,3.055000000000007,3.3149999999999977,,,,3.0999999999999943,
2025-08-26,2.9749999999999943,3.069999999999993,2.9950000000000045,2.9950000000000045,3.2450000000000045,,,,3.0400000000000063,
2025-08-27,2.950000000000003,3.049999999999997,2.969999999999999,2.9650000000000034,3.2249999999999943,,,,3.010000000000005,
2025-08-28,2.9549999999999983,3.075000000000003,2.9849999999999994,2.9650000000000034,3.2549999999999955,,,,3.0049999999999955,
2025-08-29,2.944999999999993,3.0649999999999977,2.9749999999999943,2.9599999999999937,3.2450000000000045,,,,3,
2025-09-02,3,3.114999999999995,3.030000000000001,3.010000000000005,3.2849999999999966,,,,3.049999999999997,
2025-09-03,2.9599999999999937,3.069999999999993,2.989999999999995,2.969999999999999,3.239999999999995,,,,3.010000000000005,
2025-09-04,2.930000000000007,3.0450000000000017,2.9599999999999937,2.9350000000000023,3.219999999999999,,,,2.969999999999999,
2025-09-05,2.8700000000000045,2.9599999999999937,2.894999999999996,2.885000000000005,3.114999999999995,,,,2.924999999999997,
2025-09-08,2.8400000000000034,2.9350000000000023,2.864999999999995,2.855000000000004,3.094999999999999,,,,2.9000000000000057,
2025-09-09,2.885000000000005,3,2.9150000000000063,2.894999999999996,3.1700000000000017,,,,2.930000000000007,
2025-09-10,2.875,2.9849999999999994,2.905000000000001,2.885000000000005,3.155000000000001,,,,2.9200000000000017,
2025-09-11,2.894999999999996,2.9950000000000045,2.9200000000000017,2.9000000000000057,3.144999999999996,,,,2.9350000000000023,
2025-09-12,2.930000000000007,3.0250000000000057,2.9549999999999983,2.9399999999999977,3.174999999999997,,,,2.980000000000004,
2025-09-15,2.9150000000000063,3,2.9350000000000023,2.924999999999997,3.155000000000001,,,,2.9599999999999937,
2025-09-16,2.8799999999999955,2.9650000000000034,2.894999999999996,2.894999999999996,3.125,,,,2.930000000000007,
2025-09-17,2.950000000000003,3.019999999999996,2.9599999999999937,2.969999999999999,3.1650000000000063,,,,3.010000000000005,
2025-09-18,2.9849999999999994,3.049999999999997,2.9950000000000045,3.0049999999999955,3.1850000000000023,,,,3.0450000000000017,
2025-09-19,3,3.069999999999993,3.010000000000005,3.019999999999996,3.2099999999999937,,,,3.0600000000000023,
2025-09-22,3.019999999999996,3.0999999999999943,3.0349999999999966,3.0349999999999966,3.239999999999995,,,,3.075000000000003,
2025-09-23,3.0049999999999955,3.0900000000000034,3.0250000000000057,3.019999999999996,3.2349999999999994,,,,3.055000000000007,
2025-09-24,3.0400000000000063,3.125,3.055000000000007,3.055000000000007,3.2650000000000006,,,,3.0900000000000034,
2025-09-25,3.1200000000000045,3.2150000000000034,3.1400000000000006,3.135000000000005,3.3599999999999994,,,,3.1650000000000063,
2025-09-26,3.1200000000000045,3.194999999999993,3.1299999999999955,3.135000000000005,3.3349999999999937,,,,3.174999999999997,
2025-09-29,3.1099999999999994,3.180000000000007,3.1200000000000045,3.1299999999999955,3.3149999999999977,,,,3.1650000000000063,
2025-09-30,3.0849999999999937,3.1500000000000057,3.094999999999999,3.0999999999999943,3.2849999999999966,,,,3.135000000000005,
2025-10-01,3.0250000000000057,3.0849999999999937,3.030000000000001,3.0450000000000017,3.219999999999999,,,,3.0799999999999983,
2025-10-02,3.0250000000000057,3.0799999999999983,3.030000000000001,3.0450000000000017,3.2150000000000034,,,,3.0849999999999937,
2025-10-03,3.0450000000000017,3.105000000000004,3.049999999999997,3.069999999999993,3.2450000000000045,,,,3.1099999999999994,
2025-10-06,3.0799999999999983,3.135000000000005,3.0799999999999983,3.105000000000004,3.269999999999996,,,,3.1500000000000057,
2025-10-07,3.049999999999997,3.114999999999995,3.055000000000007,3.075000000000003,3.260000000000005,,,,3.1200000000000045,
2025-10-08,3.075000000000003,3.135000000000005,3.075000000000003,3.0999999999999943,3.280000000000001,,,,3.1400000000000006,
