date,SR3M2026,SR3N2026,SR3Q2026,SR3U2026,SR3V2026,SR3X2026,SR3H2027,SR3U2027
2026-06-22,3.717500000000001,,,3.9599999999999937,,,4.180000000000007,4.109999999999999
