date,hy_oas_bp,delta20,z,veto_high_floor,veto_z_gate,veto,quality_flag
1996-12-31,313.0,,,False,False,False,warmup
1997-01-02,306.0,,,False,False,False,warmup
1997-01-03,309.0,,,False,False,False,warmup
1997-01-06,310.0,,,False,False,False,warmup
1997-01-07,310.0,,,False,False,False,warmup
1997-01-08,307.0,,,False,False,False,warmup
1997-01-09,313.0,,,False,False,False,warmup
1997-01-10,316.0,,,False,False,False,warmup
1997-01-13,304.0,,,False,False,False,warmup
1997-01-14,309.0,,,False,False,False,warmup
1997-01-15,307.0,,,False,False,False,warmup
1997-01-16,302.0,,,False,False,False,warmup
1997-01-17,304.0,,,False,False,False,warmup
1997-01-20,303.0,,,False,False,False,warmup
1997-01-21,305.0,,,False,False,False,warmup
1997-01-22,299.0,,,False,False,False,warmup
1997-01-23,297.0,,,False,False,False,warmup
1997-01-24,294.0,,,False,False,False,warmup
1997-01-27,290.0,,,False,False,False,warmup
1997-01-28,292.0,,,False,False,False,warmup
1997-01-29,294.0,-19.0,,False,False,False,warmup
1997-01-30,297.0,-9.0,,False,False,False,warmup
1997-01-31,304.0,-5.0,,False,False,False,warmup
1997-02-03,308.0,-2.0,,False,False,False,warmup
1997-02-04,308.0,-2.0,,False,False,False,warmup
1997-02-05,305.0,-2.0,,False,False,False,warmup
1997-02-06,303.0,-10.0,,False,False,False,warmup
1997-02-07,306.0,-10.0,,False,False,False,warmup
1997-02-10,304.0,0.0,,False,False,False,warmup
1997-02-11,303.0,-6.0,,False,False,False,warmup
1997-02-12,301.0,-6.0,,False,False,False,warmup
1997-02-13,304.0,2.0,,False,False,False,warmup
1997-02-14,305.0,1.0,,False,False,False,warmup
1997-02-18,301.0,-2.0,,False,False,False,warmup
1997-02-19,298.0,-7.0,,False,False,False,warmup
1997-02-20,289.0,-10.0,,False,False,False,warmup
1997-02-21,289.0,-8.0,,False,False,False,warmup
1997-02-24,285.0,-9.0,,False,False,False,warmup
1997-02-25,283.0,-7.0,,False,False,False,warmup
1997-02-26,271.0,-21.0,,False,False,False,warmup
1997-02-27,271.0,-23.0,,False,False,False,warmup
1997-02-28,273.0,-24.0,,False,False,False,warmup
1997-03-03,271.0,-33.0,,False,False,False,warmup
1997-03-04,267.0,-41.0,,False,False,False,warmup
1997-03-05,271.0,-37.0,,False,False,False,warmup
1997-03-06,270.0,-35.0,,False,False,False,warmup
1997-03-07,274.0,-29.0,,False,False,False,warmup
1997-03-10,274.0,-32.0,,False,False,False,warmup
1997-03-11,272.0,-32.0,,False,False,False,warmup
1997-03-12,269.0,-34.0,,False,False,False,warmup
1997-03-13,262.0,-39.0,,False,False,False,warmup
1997-03-14,266.0,-38.0,,False,False,False,warmup
1997-03-17,266.0,-39.0,,False,False,False,warmup
1997-03-18,267.0,-34.0,,False,False,False,warmup
1997-03-19,267.0,-31.0,,False,False,False,warmup
1997-03-20,268.0,-21.0,,False,False,False,warmup
1997-03-21,269.0,-20.0,,False,False,False,warmup
1997-03-24,271.0,-14.0,,False,False,False,warmup
1997-03-25,269.0,-14.0,,False,False,False,warmup
1997-03-26,271.0,0.0,,False,False,False,warmup
1997-03-27,267.0,-4.0,,False,False,False,warmup
1997-03-31,284.0,11.0,,False,False,False,warmup
1997-04-01,290.0,19.0,,False,False,False,warmup
1997-04-02,294.0,27.0,,False,False,False,warmup
1997-04-03,295.0,24.0,,False,False,False,warmup
1997-04-04,292.0,22.0,,False,False,False,warmup
1997-04-07,295.0,21.0,,False,False,False,warmup
1997-04-08,293.0,19.0,,False,False,False,warmup
1997-04-09,291.0,19.0,,False,False,False,warmup
1997-04-10,292.0,23.0,,False,False,False,warmup
1997-04-11,287.0,25.0,,False,False,False,warmup
1997-04-14,288.0,22.0,,False,False,False,warmup
1997-04-15,293.0,27.0,,False,False,False,warmup
1997-04-16,291.0,24.0,,False,False,False,warmup
1997-04-17,292.0,25.0,,False,False,False,warmup
1997-04-18,291.0,23.0,,False,False,False,warmup
1997-04-21,287.0,18.0,,False,False,False,warmup
1997-04-22,289.0,18.0,,False,False,False,warmup
1997-04-23,283.0,14.0,,False,False,False,warmup
1997-04-24,278.0,7.0,,False,False,False,warmup
1997-04-25,278.0,11.0,,False,False,False,warmup
1997-04-28,281.0,-3.0,,False,False,False,warmup
1997-04-29,291.0,1.0,,False,False,False,warmup
1997-04-30,294.0,0.0,,False,False,False,warmup
1997-05-01,291.0,-4.0,,False,False,False,warmup
1997-05-02,290.0,-2.0,,False,False,False,warmup
1997-05-05,286.0,-9.0,,False,False,False,warmup
1997-05-06,283.0,-10.0,,False,False,False,warmup
1997-05-07,279.0,-12.0,,False,False,False,warmup
1997-05-08,279.0,-13.0,,False,False,False,warmup
1997-05-09,281.0,-6.0,,False,False,False,warmup
1997-05-12,282.0,-6.0,,False,False,False,warmup
1997-05-13,273.0,-20.0,,False,False,False,warmup
1997-05-14,269.0,-22.0,,False,False,False,warmup
1997-05-15,270.0,-22.0,,False,False,False,warmup
1997-05-16,268.0,-23.0,,False,False,False,warmup
1997-05-19,267.0,-20.0,,False,False,False,warmup
1997-05-20,269.0,-20.0,,False,False,False,warmup
1997-05-21,267.0,-16.0,,False,False,False,warmup
1997-05-22,263.0,-15.0,,False,False,False,warmup
1997-05-23,264.0,-14.0,,False,False,False,warmup
1997-05-27,260.0,-21.0,,False,False,False,warmup
1997-05-28,261.0,-30.0,,False,False,False,warmup
1997-05-29,261.0,-33.0,,False,False,False,warmup
1997-05-30,265.0,-26.0,,False,False,False,warmup
1997-05-31,268.0,-22.0,,False,False,False,warmup
1997-06-02,266.0,-20.0,,False,False,False,warmup
1997-06-03,268.0,-15.0,,False,False,False,warmup
1997-06-04,265.0,-14.0,,False,False,False,warmup
1997-06-05,260.0,-19.0,,False,False,False,warmup
1997-06-06,270.0,-11.0,,False,False,False,warmup
1997-06-09,259.0,-23.0,,False,False,False,warmup
1997-06-10,256.0,-17.0,,False,False,False,warmup
1997-06-11,255.0,-14.0,,False,False,False,warmup
1997-06-12,259.0,-11.0,,False,False,False,warmup
1997-06-13,262.0,-6.0,,False,False,False,warmup
1997-06-16,260.0,-7.0,,False,False,False,warmup
1997-06-17,258.0,-11.0,,False,False,False,warmup
1997-06-18,262.0,-5.0,,False,False,False,warmup
1997-06-19,261.0,-2.0,,False,False,False,warmup
1997-06-20,264.0,0.0,,False,False,False,warmup
1997-06-23,261.0,1.0,,False,False,False,warmup
1997-06-24,260.0,-1.0,,False,False,False,warmup
1997-06-25,259.0,-2.0,,False,False,False,warmup
1997-06-26,261.0,-4.0,,False,False,False,warmup
1997-06-27,263.0,-5.0,,False,False,False,warmup
1997-06-30,267.0,1.0,,False,False,False,warmup
1997-07-01,270.0,2.0,,False,False,False,warmup
1997-07-02,271.0,6.0,,False,False,False,warmup
1997-07-03,279.0,19.0,,False,False,False,warmup
1997-07-07,282.0,12.0,,False,False,False,warmup
1997-07-08,280.0,21.0,,False,False,False,warmup
1997-07-09,280.0,24.0,,False,False,False,warmup
1997-07-10,278.0,23.0,,False,False,False,warmup
1997-07-11,276.0,17.0,,False,False,False,warmup
1997-07-14,271.0,9.0,,False,False,False,warmup
1997-07-15,269.0,9.0,,False,False,False,warmup
1997-07-16,271.0,13.0,,False,False,False,warmup
1997-07-17,270.0,8.0,,False,False,False,warmup
1997-07-18,267.0,6.0,,False,False,False,warmup
1997-07-21,266.0,2.0,,False,False,False,warmup
1997-07-22,272.0,11.0,,False,False,False,warmup
1997-07-23,269.0,9.0,,False,False,False,warmup
1997-07-24,269.0,10.0,,False,False,False,warmup
1997-07-25,266.0,5.0,,False,False,False,warmup
1997-07-28,268.0,5.0,,False,False,False,warmup
1997-07-29,270.0,3.0,,False,False,False,warmup
1997-07-30,273.0,3.0,,False,False,False,warmup
1997-07-31,271.0,0.0,,False,False,False,warmup
1997-08-01,257.0,-22.0,,False,False,False,warmup
1997-08-04,255.0,-27.0,,False,False,False,warmup
1997-08-05,255.0,-25.0,,False,False,False,warmup
1997-08-06,256.0,-24.0,,False,False,False,warmup
1997-08-07,252.0,-26.0,,False,False,False,warmup
1997-08-08,249.0,-27.0,,False,False,False,warmup
1997-08-11,250.0,-21.0,,False,False,False,warmup
1997-08-12,251.0,-18.0,,False,False,False,warmup
1997-08-13,253.0,-18.0,,False,False,False,warmup
1997-08-14,254.0,-16.0,,False,False,False,warmup
1997-08-15,256.0,-11.0,,False,False,False,warmup
1997-08-18,261.0,-5.0,,False,False,False,warmup
1997-08-19,260.0,-12.0,,False,False,False,warmup
1997-08-20,258.0,-11.0,,False,False,False,warmup
1997-08-21,255.0,-14.0,,False,False,False,warmup
1997-08-22,252.0,-14.0,,False,False,False,warmup
1997-08-25,250.0,-18.0,,False,False,False,warmup
1997-08-26,251.0,-19.0,,False,False,False,warmup
1997-08-27,251.0,-22.0,,False,False,False,warmup
1997-08-28,257.0,-14.0,,False,False,False,warmup
1997-08-29,254.0,-3.0,,False,False,False,warmup
1997-08-31,259.0,4.0,,False,False,False,warmup
1997-09-02,262.0,7.0,,False,False,False,warmup
1997-09-03,260.0,4.0,,False,False,False,warmup
1997-09-04,261.0,9.0,,False,False,False,warmup
1997-09-05,260.0,11.0,,False,False,False,warmup
1997-09-08,260.0,10.0,,False,False,False,warmup
1997-09-09,259.0,8.0,,False,False,False,warmup
1997-09-10,255.0,2.0,,False,False,False,warmup
1997-09-11,255.0,1.0,,False,False,False,warmup
1997-09-12,262.0,6.0,,False,False,False,warmup
1997-09-15,261.0,0.0,,False,False,False,warmup
1997-09-16,269.0,9.0,,False,False,False,warmup
1997-09-17,265.0,7.0,,False,False,False,warmup
1997-09-18,259.0,4.0,,False,False,False,warmup
1997-09-19,259.0,7.0,,False,False,False,warmup
1997-09-22,259.0,9.0,,False,False,False,warmup
1997-09-23,257.0,6.0,,False,False,False,warmup
1997-09-24,261.0,10.0,,False,False,False,warmup
1997-09-25,254.0,-3.0,,False,False,False,warmup
1997-09-26,257.0,3.0,,False,False,False,warmup
1997-09-29,255.0,-4.0,,False,False,False,warmup
1997-09-30,259.0,-3.0,,False,False,False,warmup
1997-10-01,263.0,3.0,,False,False,False,warmup
1997-10-02,263.0,2.0,,False,False,False,warmup
1997-10-03,261.0,1.0,,False,False,False,warmup
1997-10-06,263.0,3.0,,False,False,False,warmup
1997-10-07,262.0,3.0,,False,False,False,warmup
1997-10-08,249.0,-6.0,,False,False,False,warmup
1997-10-09,251.0,-4.0,,False,False,False,warmup
1997-10-10,251.0,-11.0,,False,False,False,warmup
1997-10-13,254.0,-7.0,,False,False,False,warmup
1997-10-14,251.0,-18.0,,False,False,False,warmup
1997-10-15,248.0,-17.0,,False,False,False,warmup
1997-10-16,247.0,-12.0,,False,False,False,warmup
1997-10-17,244.0,-15.0,,False,False,False,warmup
1997-10-20,245.0,-14.0,,False,False,False,warmup
1997-10-21,245.0,-12.0,,False,False,False,warmup
1997-10-22,246.0,-15.0,,False,False,False,warmup
1997-10-23,255.0,1.0,,False,False,False,warmup
1997-10-24,258.0,1.0,,False,False,False,warmup
1997-10-27,284.0,29.0,,False,False,False,warmup
1997-10-28,282.0,23.0,,False,False,False,warmup
1997-10-29,283.0,20.0,,False,False,False,warmup
1997-10-30,289.0,26.0,,False,False,False,warmup
1997-10-31,299.0,38.0,,False,False,False,warmup
1997-11-03,291.0,28.0,,False,False,False,warmup
1997-11-04,284.0,22.0,,False,False,False,warmup
1997-11-05,281.0,32.0,,False,False,False,warmup
1997-11-06,283.0,32.0,,False,False,False,warmup
1997-11-07,283.0,32.0,,False,False,False,warmup
1997-11-10,281.0,27.0,,False,False,False,warmup
1997-11-11,280.0,29.0,,False,False,False,warmup
1997-11-12,283.0,35.0,,False,False,False,warmup
1997-11-13,286.0,39.0,,False,False,False,warmup
1997-11-14,288.0,44.0,,False,False,False,warmup
1997-11-17,289.0,44.0,,False,False,False,warmup
1997-11-18,288.0,43.0,,False,False,False,warmup
1997-11-19,291.0,45.0,,False,False,False,warmup
1997-11-20,289.0,34.0,,False,False,False,warmup
1997-11-21,290.0,32.0,,False,False,False,warmup
1997-11-24,287.0,3.0,,False,False,False,warmup
1997-11-25,287.0,5.0,,False,False,False,warmup
1997-11-26,285.0,2.0,,False,False,False,warmup
1997-11-27,285.0,-4.0,,False,False,False,warmup
1997-11-28,284.0,-15.0,,False,False,False,warmup
1997-11-30,290.0,-1.0,,False,False,False,warmup
1997-12-01,290.0,6.0,,False,False,False,warmup
1997-12-02,287.0,6.0,,False,False,False,warmup
1997-12-03,288.0,5.0,,False,False,False,warmup
1997-12-04,287.0,4.0,,False,False,False,warmup
1997-12-05,281.0,0.0,,False,False,False,warmup
1997-12-08,277.0,-3.0,,False,False,False,warmup
1997-12-09,279.0,-4.0,,False,False,False,warmup
1997-12-10,282.0,-4.0,,False,False,False,warmup
1997-12-11,288.0,0.0,,False,False,False,warmup
1997-12-12,294.0,5.0,,False,False,False,warmup
1997-12-15,289.0,1.0,,False,False,False,warmup
1997-12-16,290.0,-1.0,,False,False,False,warmup
1997-12-17,287.0,-2.0,,False,False,False,warmup
1997-12-18,289.0,-1.0,,False,False,False,warmup
1997-12-19,293.0,6.0,,False,False,False,warmup
1997-12-22,293.0,6.0,,False,False,False,warmup
1997-12-23,294.0,9.0,,False,False,False,warmup
1997-12-24,294.0,9.0,,False,False,False,warmup
1997-12-26,293.0,9.0,,False,False,False,warmup
1997-12-29,292.0,2.0,,False,False,False,warmup
1997-12-30,291.0,1.0,,False,False,False,warmup
1997-12-31,296.0,9.0,,False,False,False,warmup
1998-01-02,302.0,14.0,,False,False,False,warmup
1998-01-05,309.0,22.0,,False,False,False,warmup
1998-01-06,310.0,29.0,,False,False,False,warmup
1998-01-07,307.0,30.0,,False,False,False,warmup
1998-01-08,310.0,31.0,,False,False,False,warmup
1998-01-09,316.0,34.0,,False,False,False,warmup
1998-01-12,316.0,28.0,,False,False,False,warmup
1998-01-13,314.0,20.0,,False,False,False,warmup
1998-01-14,310.0,21.0,,False,False,False,warmup
1998-01-15,307.0,17.0,,False,False,False,warmup
1998-01-16,301.0,14.0,,False,False,False,warmup
1998-01-19,301.0,12.0,,False,False,False,warmup
1998-01-20,298.0,5.0,,False,False,False,warmup
1998-01-21,299.0,6.0,0.3381,False,False,False,warmup
1998-01-22,298.0,4.0,0.223,False,False,False,
1998-01-23,290.0,-4.0,-0.2211,False,False,False,
1998-01-26,292.0,-1.0,-0.0558,False,False,False,
1998-01-27,289.0,-3.0,-0.1664,False,False,False,
1998-01-28,289.0,-2.0,-0.111,False,False,False,
1998-01-29,295.0,-1.0,-0.0558,False,False,False,
1998-01-30,298.0,-4.0,-0.2235,False,False,False,
1998-01-31,300.0,-9.0,-0.5009,False,False,False,
1998-02-02,296.0,-14.0,-0.7741,False,False,False,
1998-02-03,298.0,-9.0,-0.4965,False,False,False,
1998-02-04,298.0,-12.0,-0.6608,False,False,False,
1998-02-05,294.0,-22.0,-1.2052,False,False,False,
1998-02-06,293.0,-23.0,-1.2512,False,False,False,
1998-02-09,292.0,-22.0,-1.1885,False,False,False,
1998-02-10,293.0,-17.0,-0.9109,False,False,False,
1998-02-11,296.0,-11.0,-0.5821,False,False,False,
1998-02-12,295.0,-6.0,-0.3088,False,False,False,
1998-02-13,297.0,-4.0,-0.2004,False,False,False,
1998-02-16,296.0,-2.0,-0.092,False,False,False,
1998-02-17,294.0,-5.0,-0.2605,False,False,False,
1998-02-18,294.0,-4.0,-0.2103,False,False,False,
1998-02-19,293.0,3.0,0.17,False,False,False,
1998-02-20,291.0,-1.0,-0.0585,False,False,False,
1998-02-23,288.0,-1.0,-0.0681,False,False,False,
1998-02-24,283.0,-6.0,-0.3593,False,False,False,
1998-02-25,287.0,-8.0,-0.4825,False,False,False,
1998-02-26,286.0,-12.0,-0.7183,False,False,False,
1998-02-27,288.0,-12.0,-0.7272,False,False,False,
1998-02-28,287.0,-9.0,-0.5628,False,False,False,
1998-03-02,280.0,-18.0,-1.0962,False,False,False,
1998-03-03,279.0,-19.0,-1.1688,False,False,False,
1998-03-04,281.0,-13.0,-0.8285,False,False,False,
1998-03-05,282.0,-11.0,-0.7235,False,False,False,
1998-03-06,285.0,-7.0,-0.4936,False,False,False,
1998-03-09,288.0,-5.0,-0.3814,False,False,False,
1998-03-10,289.0,-7.0,-0.5086,False,False,False,
1998-03-11,289.0,-6.0,-0.452,False,False,False,
1998-03-12,293.0,-4.0,-0.332,False,False,False,
1998-03-13,291.0,-5.0,-0.3964,False,False,False,
1998-03-16,291.0,-3.0,-0.2723,False,False,False,
1998-03-17,288.0,-6.0,-0.4567,False,False,False,
1998-03-18,285.0,-8.0,-0.5753,False,False,False,
1998-03-19,284.0,-7.0,-0.5083,False,False,False,
1998-03-20,284.0,-4.0,-0.317,False,False,False,
1998-03-23,283.0,0.0,-0.0631,False,False,False,
1998-03-24,282.0,-5.0,-0.3691,False,False,False,
1998-03-25,278.0,-8.0,-0.5508,False,False,False,
1998-03-26,275.0,-13.0,-0.8572,False,False,False,
1998-03-27,273.0,-14.0,-0.9126,False,False,False,
1998-03-30,271.0,-9.0,-0.5926,False,False,False,
1998-03-31,283.0,4.0,0.2329,False,False,False,
1998-04-01,284.0,3.0,0.175,False,False,False,
1998-04-02,288.0,6.0,0.373,False,False,False,
1998-04-03,294.0,9.0,0.5708,False,False,False,
1998-04-06,289.0,1.0,0.064,False,False,False,
1998-04-07,290.0,1.0,0.0699,False,False,False,
1998-04-08,287.0,-2.0,-0.1196,False,False,False,
1998-04-09,286.0,-7.0,-0.4389,False,False,False,
1998-04-13,281.0,-10.0,-0.6286,False,False,False,
1998-04-14,285.0,-6.0,-0.3647,False,False,False,
1998-04-15,284.0,-4.0,-0.2307,False,False,False,
1998-04-16,286.0,1.0,0.0945,False,False,False,
1998-04-17,285.0,1.0,0.0945,False,False,False,
1998-04-20,282.0,-2.0,-0.1007,False,False,False,
1998-04-21,280.0,-3.0,-0.1662,False,False,False,
1998-04-22,280.0,-2.0,-0.101,False,False,False,
1998-04-23,280.0,2.0,0.1572,False,False,False,
1998-04-24,281.0,6.0,0.4144,False,False,False,
1998-04-27,279.0,6.0,0.4101,False,False,False,
1998-04-28,278.0,7.0,0.4707,False,False,False,
1998-04-29,279.0,-4.0,-0.2495,False,False,False,
1998-04-30,298.0,14.0,0.9218,False,False,False,
1998-05-01,298.0,10.0,0.6543,False,False,False,
1998-05-04,295.0,1.0,0.059,False,False,False,
1998-05-05,293.0,4.0,0.2506,False,False,False,
1998-05-06,297.0,7.0,0.4428,False,False,False,
1998-05-07,297.0,10.0,0.6357,False,False,False,
1998-05-08,295.0,9.0,0.5633,False,False,False,
1998-05-11,290.0,9.0,0.5577,False,False,False,
1998-05-12,298.0,13.0,0.8184,False,False,False,
1998-05-13,300.0,16.0,1.0111,False,False,False,
1998-05-14,298.0,12.0,0.737,False,False,False,
1998-05-15,297.0,12.0,0.7314,False,False,False,
1998-05-18,302.0,20.0,1.2679,False,False,False,
1998-05-19,302.0,22.0,1.3956,False,False,False,
1998-05-20,304.0,24.0,1.5207,False,False,False,
1998-05-21,300.0,20.0,1.238,False,False,False,
1998-05-22,301.0,20.0,1.228,False,False,False,
1998-05-25,301.0,22.0,1.3535,False,False,False,
1998-05-26,304.0,26.0,1.6133,False,False,False,
1998-05-27,305.0,26.0,1.5977,False,False,False,
1998-05-28,304.0,6.0,0.2294,False,False,False,
1998-05-29,305.0,7.0,0.2924,False,False,False,
1998-05-31,318.0,23.0,1.3805,False,False,False,
1998-06-01,320.0,27.0,1.6389,False,False,False,
1998-06-02,318.0,21.0,1.2184,False,False,False,
1998-06-03,318.0,21.0,1.2084,False,False,False,
1998-06-04,315.0,20.0,1.1312,False,False,False,
1998-06-05,316.0,26.0,1.5251,False,False,False,
1998-06-08,315.0,17.0,0.9085,False,False,False,
1998-06-09,315.0,15.0,0.7682,False,False,False,
1998-06-10,320.0,22.0,1.2324,False,False,False,
1998-06-11,324.0,27.0,1.5549,False,False,False,
1998-06-12,326.0,24.0,1.3421,False,False,False,
1998-06-15,330.0,28.0,1.594,False,False,False,
1998-06-16,329.0,25.0,1.3819,False,False,False,
1998-06-17,325.0,25.0,1.3706,False,False,False,
1998-06-18,326.0,25.0,1.3595,False,False,False,
1998-06-19,328.0,27.0,1.4794,False,False,False,
1998-06-22,329.0,25.0,1.3441,False,False,False,
1998-06-23,331.0,26.0,1.4012,False,False,False,
1998-06-24,328.0,24.0,1.2687,False,False,False,
1998-06-25,328.0,23.0,1.2041,False,False,False,
1998-06-26,328.0,10.0,0.3603,False,False,False,
1998-06-29,327.0,7.0,0.1669,False,False,False,
1998-06-30,337.0,19.0,0.9487,False,False,False,
1998-07-01,339.0,21.0,1.074,False,False,False,
1998-07-02,341.0,26.0,1.3924,False,False,False,
1998-07-03,341.0,25.0,1.3185,False,False,False,
1998-07-06,342.0,27.0,1.4367,False,False,False,
1998-07-07,339.0,24.0,1.2338,False,False,False,
1998-07-08,336.0,16.0,0.7171,False,False,False,
1998-07-09,339.0,15.0,0.6508,False,False,False,
1998-07-10,338.0,12.0,0.4574,False,False,False,
1998-07-13,334.0,4.0,-0.0563,False,False,False,
1998-07-14,333.0,4.0,-0.0561,False,False,False,
1998-07-15,330.0,5.0,0.0076,False,False,False,
1998-07-16,329.0,3.0,-0.1209,False,False,False,
1998-07-17,329.0,1.0,-0.2496,False,False,False,
1998-07-20,330.0,1.0,-0.257,False,False,False,
1998-07-21,330.0,-1.0,-0.3962,False,False,False,
1998-07-22,329.0,1.0,-0.2747,False,False,False,
1998-07-23,331.0,3.0,-0.1515,False,False,False,
1998-07-24,330.0,2.0,-0.2269,False,False,False,
1998-07-27,330.0,3.0,-0.1697,False,False,False,
1998-07-28,326.0,-11.0,-1.1197,False,False,False,
1998-07-29,329.0,-10.0,-1.0573,False,False,False,
1998-07-30,330.0,-11.0,-1.1299,False,False,False,
1998-07-31,338.0,-3.0,-0.5916,False,False,False,
1998-08-03,342.0,0.0,-0.3908,False,False,False,
1998-08-04,348.0,9.0,0.2211,False,False,False,
1998-08-05,350.0,14.0,0.5577,False,False,False,
1998-08-06,350.0,11.0,0.3467,False,False,False,
1998-08-07,355.0,17.0,0.7529,False,False,False,
1998-08-10,358.0,24.0,1.2263,False,False,False,
1998-08-11,375.0,42.0,2.4367,False,False,False,
1998-08-12,376.0,46.0,2.671,False,False,False,
1998-08-13,376.0,47.0,2.7012,False,False,False,
1998-08-14,378.0,49.0,2.7865,False,False,False,
1998-08-17,383.0,53.0,2.9867,False,False,False,
1998-08-18,384.0,54.0,2.985,False,False,False,
1998-08-19,386.0,57.0,3.1039,False,False,False,
1998-08-20,390.0,59.0,3.1523,False,False,False,
1998-08-21,409.0,79.0,4.2152,False,True,True,
1998-08-24,416.0,86.0,4.4306,False,True,True,
1998-08-25,423.0,97.0,4.8029,False,True,True,
1998-08-26,436.0,107.0,5.0484,False,True,True,
1998-08-27,470.0,140.0,6.1917,False,True,True,
1998-08-28,487.0,149.0,6.0865,False,True,True,
1998-08-31,520.0,178.0,6.6515,False,True,True,
1998-09-01,526.0,178.0,6.1111,False,True,True,
1998-09-02,526.0,176.0,5.6205,False,True,True,
1998-09-03,533.0,183.0,5.4764,False,True,True,
1998-09-04,536.0,181.0,5.1018,False,True,True,
1998-09-07,535.0,177.0,4.7322,False,True,True,
1998-09-08,530.0,155.0,3.9453,False,True,True,
1998-09-09,543.0,167.0,4.1193,False,True,True,
1998-09-10,568.0,192.0,4.5766,False,True,True,
1998-09-11,570.0,192.0,4.3804,False,True,True,
1998-09-14,567.0,184.0,4.0256,False,True,True,
1998-09-15,566.0,182.0,3.8427,False,True,True,
1998-09-16,567.0,181.0,3.6984,False,True,True,
1998-09-17,570.0,180.0,3.5662,False,True,True,
1998-09-18,579.0,170.0,3.2577,False,True,True,
1998-09-21,578.0,162.0,3.0138,False,True,True,
1998-09-22,572.0,149.0,2.6837,False,True,True,
1998-09-23,572.0,136.0,2.3711,False,True,True,
1998-09-24,573.0,103.0,1.6635,False,True,True,
1998-09-25,576.0,89.0,1.3601,False,True,True,
1998-09-28,574.0,54.0,0.6283,False,False,False,
1998-09-29,576.0,50.0,0.5407,False,False,False,
1998-09-30,595.0,69.0,0.9279,False,False,False,
1998-10-01,606.0,73.0,1.003,False,True,True,
1998-10-02,611.0,75.0,1.0363,False,True,True,
1998-10-05,629.0,94.0,1.4175,False,True,True,
1998-10-06,627.0,97.0,1.4661,False,True,True,
1998-10-07,621.0,78.0,1.0659,False,True,True,
1998-10-08,639.0,71.0,0.9145,False,False,False,
1998-10-09,632.0,62.0,0.7238,False,False,False,
1998-10-12,632.0,65.0,0.7798,False,False,False,
1998-10-13,637.0,71.0,0.8983,False,False,False,
1998-10-14,659.0,92.0,1.3193,False,True,True,
1998-10-15,667.0,97.0,1.4098,False,True,True,
1998-10-16,678.0,99.0,1.4387,False,True,True,
1998-10-19,678.0,100.0,1.448,False,True,True,
1998-10-20,665.0,93.0,1.2969,False,True,True,
1998-10-21,659.0,87.0,1.1677,False,True,True,
1998-10-22,649.0,76.0,0.9415,False,False,False,
1998-10-23,637.0,61.0,0.6378,False,False,False,
1998-10-26,638.0,64.0,0.6947,False,False,False,
1998-10-27,643.0,67.0,0.7508,False,False,False,
1998-10-28,649.0,54.0,0.4886,False,False,False,
1998-10-29,650.0,44.0,0.288,False,False,False,
1998-10-30,636.0,25.0,-0.0907,False,False,False,
1998-10-31,652.0,23.0,-0.129,False,False,False,
1998-11-02,633.0,6.0,-0.4657,False,False,False,
1998-11-03,627.0,6.0,-0.4626,False,False,False,
1998-11-04,611.0,-28.0,-1.1334,False,False,False,
1998-11-05,609.0,-23.0,-1.0271,False,False,False,
1998-11-06,595.0,-37.0,-1.2957,False,False,False,
1998-11-09,593.0,-44.0,-1.4257,False,False,False,
1998-11-10,588.0,-71.0,-1.9391,False,False,False,
1998-11-11,585.0,-82.0,-2.1298,False,False,False,
1998-11-12,582.0,-96.0,-2.3696,False,False,False,
1998-11-13,573.0,-105.0,-2.5071,False,False,False,
1998-11-16,562.0,-103.0,-2.4334,False,False,False,
1998-11-17,553.0,-106.0,-2.4521,False,False,False,
1998-11-18,554.0,-95.0,-2.2187,False,False,False,
1998-11-19,547.0,-90.0,-2.1016,False,False,False,
1998-11-20,545.0,-93.0,-2.1303,False,False,False,
1998-11-23,541.0,-102.0,-2.2631,False,False,False,
1998-11-24,536.0,-113.0,-2.4244,False,False,False,
1998-11-25,533.0,-117.0,-2.4583,False,False,False,
1998-11-26,533.0,-103.0,-2.1863,False,False,False,
1998-11-27,534.0,-118.0,-2.4105,False,False,False,
1998-11-30,544.0,-89.0,-1.8937,False,False,False,
1998-12-01,548.0,-79.0,-1.7085,False,False,False,
1998-12-02,555.0,-56.0,-1.3115,False,False,False,
1998-12-03,555.0,-54.0,-1.2706,False,False,False,
1998-12-04,553.0,-42.0,-1.0639,False,False,False,
1998-12-07,545.0,-48.0,-1.1581,False,False,False,
1998-12-08,554.0,-34.0,-0.9196,False,False,False,
1998-12-09,556.0,-29.0,-0.8324,False,False,False,
1998-12-10,561.0,-21.0,-0.6962,False,False,False,
1998-12-11,556.0,-17.0,-0.6273,False,False,False,
1998-12-14,564.0,2.0,-0.3106,False,False,False,
1998-12-15,559.0,6.0,-0.2443,False,False,False,
1998-12-16,564.0,10.0,-0.1777,False,False,False,
1998-12-17,564.0,17.0,-0.0612,False,False,False,
1998-12-18,563.0,18.0,-0.0443,False,False,False,
1998-12-21,558.0,17.0,-0.0601,False,False,False,
1998-12-22,553.0,17.0,-0.0593,False,False,False,
1998-12-23,543.0,10.0,-0.1746,False,False,False,
1998-12-24,539.0,6.0,-0.2394,False,False,False,
1998-12-28,544.0,10.0,-0.1715,False,False,False,
